type	title	URL	comment	UNRELATED	NEUT	POS	NEG	GIOIA	FIDUCIA	TRISTEZZA	RABBIA	PAURA	DISGUSTO	SORPRESA	TREPIDAZIONE	SARCASM	EMOTIONS
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Un minuto di emozioni immense. Complimenti alla Tim.	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	qualcuno conosce il titolo del meraviglioso brano lirico?	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Meraviglioso ed emozionante	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	E' MERAVIGLIOSAMENTE BELLISSIMA. IL PIU' BEL SPOT DI TIM.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Una voce magnifica della stupenda Elina Garanča ❤️	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Una meraviglia!!!	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Complimenti, spot significativo e toccante!	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	emozionante	0	0	1	0	0	1	1	0	0	0	0	0	0	SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Complimenti molto toccante	0	0	1	0	0	1	1	0	0	0	0	0	0	SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Portovenere e voce meravigliosi....	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Qualcuno sa dirmi il nome del brano, o l'opera dal quale è tratto? Grazie.	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Qualcuno sa dirmi che canzone è?	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Che meraviglia ha tirato fuori la tim?	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	splendida pubblicita' , la piu' bella insieme allo spot con Gandhi	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Bellissimo spot! Tim sei il n1	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Lo spot più bello della storia di TIM!	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Spaziale, bravi veramente.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	questo spot intenerisce il cuore con una dolcezza unica.Mi pare sia tratto dalla Tosca?me lo confernate per favore?GRAZIE MOLTE	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Ogni volta che vedo questo spot mi commuovo grazie TIM	0	0	1	0	0	1	1	0	0	0	0	0	0	SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Bellissimo spot ♥️	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Questa è veramente bellissima, complimenti	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Tim è la prima azienda italiana storica e seria. Anni fa' , da piccolo , ricordo lo spot con Bocelli. Oggi , con la voce magnifica ed emozionante di soprano. Lo.spot è davvero commuovente. A proposito, di chi è questa bellissima voce? Si sa il nome del soprano?	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Finalmente una bellissima pubblicità! Molto molto gradevole	0	0	1	0	1	0	0	0	0	0	1	0	0	DELIGHT
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Applausi e standing ovation l'aria che fa da tappeto musicale di chi è ???	0	0	1	0	0	1	0	0	0	0	1	0	0	CURIOSITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Io la odio la pubblicità. Ma questo spot è bellissimo	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Un mix azzeccato non solo lo Spot ma anche la colonna sonora per chi non la conoscesse è Samson et Dalila: “Mon cœur s’ouvre à ta voix” Il mio cuore s'apre alla tua voce,.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	spot commovente,salvare una vita umana con un intervento chirurgico a distanza...roba che fino a qualche tempo fà era considerato fantascienza.	0	0	1	0	0	1	1	0	0	0	0	0	0	SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Meraviglioso spot ... ..toccante ..Finalmente una pubblicita che sa rapire...Dal messaggio unico e profondo ...Portovenere una musica stupenda un colosso della telefonia fanno da sfondo a un uomo di immenso valore ..Grande professor Musumeci. ..Io mi inchino davanti a tutto questo Emozione pura .	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Complimenti davvero emozionante bravissimi	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Best spot ever.	1	0	0	0	0	0	0	0	0	0	0	0	0	
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	Spot sublime. Da vedere e da ascoltare.	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube Ad	Tim - 5G - IL FUTURO. INSIEME	https://www.youtube.com/watch?v=ohvA551N3-Y	è bellissimo! una delle poche pubblicità che crea emozioni infinite	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Sono certo che un'azienda milionaria abbia certamente l'interesse dell'umanità in mente, e non abbia fini di sfruttamento capitalistici. Schifosi globalisti.	0	0	0	1	0	0	0	1	0	0	0	0	1	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Questo spot è ridicolo, solo propaganda degenerata. Spero che il ritorno di fiamma vi faccia tornare a fare spot decenti	0	0	0	1	0	0	0	1	0	0	1	0	0	OUTRAGE
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Oltretutto siete razzisti. Volete l'Italia africanizzata. Bene, non grazie ai miei soldi. Addio definitivo Lavazza	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Sono commosso	0	0	1	0	0	1	1	0	0	0	0	0	0	SENTIMENTALITY
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	con uno spot di 60 secondi disgustoso avete perso un cliente da 20 anni che consumava 12 caffè giornalieri. il caffè è buono ma lo spot fa schifo. addio	0	0	1	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Sciacalli.iene.licaoni. Scegliete voi..senza offesa per loro ovviamente. .	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Propaganda multirazziale. In questo momento dove l'identità dei propoli europei è messa in pericolo una pubblicità come questa è veleno per lo spirito. Vergogna Lavazza!	0	0	0	1	0	0	0	0	1	1	0	0	0	SHAME
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	60 secondi di pura propaganda ebraica..La dissoluzione di tutte le razze è l'obiettivo degli ebrei..solo cosi arriveranno al controllo totale del mondo..lo dice il Talmud.	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	W Vergnano!	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	NWO? Vergogna, il Grande Dittatore di un Mondo con un Nuovo Ordine... Caffè scadente come la pubblicità	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Sicuramente non comprerò caffè Lavazza finché non smette questa pubblicità deprimente. Io compro sempre, da anni, Lavazza Oro oppure Crema&Gusto. State certi che passo a qualunque altro marchio e forse non ritorno. Licenziate quei cretini, depressi ed opprimenti pubblicitari che vi hanno proposto una campagna simile. Adatta ai sovietici, probabilmente adatta al fascismo di Conte, ma di sicuro non adatta a noi consumatori di caffè. La segnalo senza dubbio	0	0	0	1	0	0	0	1	0	1	0	0	0	ANGER - DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Mi piacerebbe parlare con gli operai della Lavazza per capire se in fabbrica c'è tutto quello che si dice in questo video.	0	0	0	1	0	0	0	0	0	0	0	1	0	ANTICIPATION
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	SONO UN ITALIANO E MI VERGOGNO DI QUESTA PUBBLICITA' NON COMPRERO' MAI PIU' IL VOSTRO CAFFE'.	0	0	0	1	0	0	0	0	1	1	0	0	0	SHAME
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Spero che il cliente rimuova al più presto questo spot. Mi dispiace, con tutto il rispetto per Chaplin, ma non c'entra proprio niente, nulla, nada, ne con l'Italia, ne con il periodo che stiamo attraversando, ne con una ditta che vende caffè e che come payoff ha Torino, Italia, 1895. Possibile che con tutte le opere italiane non ci fosse un discorso che poteva aderire alla vostra idea di ripresa?	0	0	0	1	0	0	1	0	0	0	1	0	0	DISAPPOINTMENT
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Schifo di pubblicità satanica!! VADE RETRO!!!! SENZA DIO NON ESISTE NIENTE!!!!!	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	QUESTA PUBBLICITÀ APRE IL CUORE DELL ESSERE UMANO. GRAZIE CIARLY	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	A voi di lavazza se avete cosi poca fantasia di inventarvi una citazione e la rubate a charlie chapline almeno avete il buon senso di dirla completamente e non togliere lultima frase perche non ha nessun senso altrimenti! Lultima frase era : "difendete la libertà invece che la dittatura" e gia perche ormai siamo in dittatura percio avete paura di dirlo perche fate parte del sistema capre!!!	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Riflessioni davanti a una tazzina di caffè. È strano questo nostro"Paese" se, in un momento di grande crisi sanitaria ed economica, mentre alcuni nostri politici con modi beceri, arroganti ed ignoranti (nel senso che ignorano) non perdono l'occasione per diffamare, attaccare ed inveire a destra e a manca tutti quanti non la pensano come loro, la pubblicità di un noto caffè con le parole di un grande attore Charlie Chaplin che ha fatto ridere i bambini e riflettere gli adulti, ci parli di amore, speranza, fratellanza, misericordia, rispetto per gli altri e la natura. La pubblicità diventa mezzo per ricordarci di pensare con la nostra testa invece che con quella di molti politici ed opinionisti che gridano invettive.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	SQUALLIDO! davvero lavazza hai fatto questo obrobrio di spot in questo periodo? che schifo, io dopo averla visto mai più comprerò Lavazza, ciao	0	0	0	1	0	0	0		0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Ma ora pure il ((caffè)) deve venire a farmi la morale? Lunga vita al caffè Borbone, morte al caffè meticcio	0	0	0	1	0	0	0	1	0	0	1	0	0	OUTRAGE
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	MAI PIU' LAVAZZA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Charlie chaplin era un pedofilo e questa pubblicita’ e’ vergognosa. Spero vi scoppi in faccia come e’ successo a Gillette	0	0	0	1	0	0	0	0	1	1	0	0	0	SHAME
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Buonismo e omosessualità non salveranno il mondo, deficienti	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Se volete un buon espresso NON comprate lavazza	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Non ho capito perché un'azienda che vende caffè dovrebbe insegnare a me come vivere e cosa pensare. Cercate di produrre un buon caffè che agli slogan ci possono pensare altri.	0	0	0	1	0	0	1	0	0	0	1	0	0	DISAPPOINTMENT
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Che tristezza, a distanza di 80 anni le cose sono rimaste le stesse....la ricchezza c'è ed è sufficiente per tutti, ma i pochi massoni che governano il mondo e decidono le sorti dell'umanità non sono disposti a condividerla con gli altri....voi lo fareste? Divide et impera, così dicevano gli antichi romani, così si spiegano le continue guerre locali, opportunamente costruite dai potenti, dagli illuminati, da coloro che stanno laddove finisce l'arcobaleno. Quando Chaplin fece questo discorso (sempre che sia il suo) gli Stati Uniti non erano ancora entrati in guerra (lo faranno appena un anno più tardi), ma la seconda guerra mondiale era già iniziata. Chaplin non mi è mai piaciuto troppo come comico, ma è stato sicuramente un grande uomo....solo un grandissimo uomo poteva fare un discorso così vero, toccante e profondo.	0	0	1	0	0	0	1	0	0	0	0	0	0	SADNESS
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Avete gia rotto le palle. Basta Ed a 0:30 guarda che coincidenza. Tra tutte le combinazioni possibili...	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Mettete anche un uomo bianco con una bella donna nera e allora vi prenderò sul serio. Fino ad allora solo Kimbo	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Ho condiviso questo spot anche sul mio sito. Uno spot di sessanta secondi che va "controcorrente" mandando un messaggio di speranza, nuovo e propositivo rispetto alle PAURE propinate in continuo dalla televisione 24h su 24. Questo grazie ovviamente al celebre ed immortale Chaplin!!! Buon caffé :-)	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Propaganda del Nuovo Ordine Mondiale. Siete disgustosi. Tra l'altro mai bevuto caffè in vita mia.	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Il mondo sarà migliore, se bevi lavazza.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	piu' indicato il concetto per una marca di preservativi.. non di un caffe' normale che non lo vedi neanche per un secondo..	0	0	0	1	0	0	1	0	0	0	1	0	0	DISAPPOINTMENT
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	pero` tutto sto amore nelle stazioni del nord piene di spacciatori africani non lo vedo ;( che triste.	0	0	0	1	0	0	1	0	0	0	0	0	1	SADNESS
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Bello bello bello❤❤	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Non berrò più neanche una goccia del vostro caffè	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Pubblicità stupenda	0	0	1	0	1	1	0	0	0	0	0	0	0	LOVE
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Bellissima pubblicità, è la prima ad avermi fatto commuovere...	0	0	1	0	0	1	1	0	0	0	0	0	0	TRUST - SENTIMENTALITY
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Good Bye old humanity, accecata dall'odio per tutto e tutti. Chaplin, negli anni Cinquanta, fu costretto, come tanti altri artisti, a lasciare gli Stati Uniti a causa del clima ostile instauratosi con la caccia alle streghe anticomunista. Perché non cercare la verità invece di voler trovare conferme a ciò che già si pensa? Usare la propria intelligenza per discernere la verità dietro ai giochi politici, di destra e di sinistra, questa rimane la grande sfida. Questa è propaganda di sinistra? Ragazzi, questo è il messaggio di Cristo e della rivoluzione francese: libertà, uguaglianza e fraternità. Io ci vedo solo del buono, buono quanto Caffè Lavazza Oro, my favourite. Che ora mi bevo alla vostra salute, augurandovi PEACE and LOVE.	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Se una multinazionale promuove un messaggio politico, il bene per il resto della comunità starà sempre nel contrario esatto di quel messaggio. Viva l’Italia e gli italiani! Abbasso chi la vuole meticcia e in rovina!	0	0	0	1	0	0	0	1	0	1	0	0	0	CONTEMPT
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Vergognosi, il vostro caffè non lo comprerò mai più! Boicotta! Boicotta! Boicotta!	0	0	0	1	0	0	0	0	1	1	0	0	0	SHAME
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	ECCO UNO SPOT A FAVORE DEL NUOVO ORDINE MONDIALE. BOICOTTIAMO LAVAZZA,NON VINCERANNO I SERVI DI ENLIL!	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	che schifo	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Perché il direttore marketing di Lavazza ci odia?	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Grazie Lavazza, mi avete convinto a comprare Segafredo Zanetti ;)	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Uno spot gravissimo, gravissimo. Poi non chiedetevi quali valori sostiene il grande capitale. Vogliono consumatori e turisti. Non patrioti. Non padri, non madri.	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Meno male che bevo segafredo zanetti.	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Non comprerò più la Lavazza!	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Ok ok ma dove si trova lo stereotipo di coppia interraziale preferita dai globalisti e cornuti? 0:29 ah, eccola qui ☺️	0	0	0	1	0	0	1	0	0	0	1	0	0	DISAPPOINTMENT
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Vi consiglio di tenere la vostra propaganda globalista fuori dalle nostre pubblicità Si vede benissimo quello che davvero state cercando di promuovere...	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Rimpiango gli spot di Nino Manfredi che si prendeva il caffè in cucina con Natalina in una atmosfera rilassata che ti trasmetteva sempre tanta simpatia e il calore di una dimensione intima e familiare tutta italiana. Questa roba anonima, invece, senza radici, senza cultura, senza tempo mi sembra così aliena, così globalizzata e fredda... a dispetto del pensiero di Chaplin che era di alti ideali (qui decontestualizzato alla grande). Cosa c'entra tutto questo spot assurdo con caffè, che nella cultura italiana è legato solitamente ad un momento di pausa, di raccoglimento? Potrebbe andar bene per la cocacola, semmai. Qui gli esperti in comunicazione hanno cannato alla grande.	0	0	0	1	0	0	1	0	0	1	0	0	0	SADNESS - DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Mai più Lavazza in pochi capiranno il messaggio subliminale dello spot giusto i dormienti vi plaudiranno	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Ehm,scusi mr lavazza ma la sua propaganda non ci frega tutti. Noi Europei abbiamo diritto ai nostri paesi e alla nostra cultura e a non diventare degli indecenti inferni misti	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Sciacalli, vergognatevi.	0	0	0	1	0	0	0	0	1	1	0	0	0	SHAME
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Ricordiamo che Chaplin era massone,pedofilo, satanista e radicale... Aveva le ragioni della sua loggia per diffondere il messaggio della grande menzogna. La falsa libertà,il falso amore. QUESTO È IL MONDO DEL DEMIURGO!	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Lavazza - Good Morning Humanity	https://www.youtube.com/watch?v=P9cxIxMatnE	Come posso intendere che commercializzate caffè dalla vostra pubblicità? Sembra un versione video delle campagne di Questa pubblicità è talmente falsa e innaturale che mi fa vomitare	0	0	0	1	0	0	0	0	0	1	0	0	0	DISGUST
YouTube Ad	Mulino Bianco - Spot 2018 - Piadelle 30"	https://www.youtube.com/watch?v=qtaPRStahm8	Ma cacciate sti 2 e ridateci Banderas con Rosita	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Mulino Bianco - Spot 2018 - Piadelle 30"	https://www.youtube.com/watch?v=qtaPRStahm8	Bella pubblicità	0	0	1	0	0	1	0	0	0	0	0	0	0	TRUST
YouTube Ad	Mulino Bianco - Spot 2018 - Piadelle 30"	https://www.youtube.com/watch?v=qtaPRStahm8	Ma chi è Marta in questa pubblicità?	0	1	0	0	0	0	0	0	0	0	0	0	0	
YouTube Ad	Mulino Bianco - Spot 2018 - Piadelle 30"	https://www.youtube.com/watch?v=qtaPRStahm8	Perchè? Sono cresciuta con le pubblicità della Mulino Bianco, erano tempi in cui la famiglia sembrava perfetta, ci faceva sognare tutto l'amore e la bontà che traspariva, ci permetteva di pensare che anche se non era perfetta la nostra famiglia si poteva sperare che almeno la vostra funzionasse... ora che razza di coppia state mostrando? Nel momento in cui ci sarebbe più bisogno di non subire quotidiane azioni di compagni egoisti, assenti, capricciosi, bugiardi e PeterPan voi ce li rifilate come cosa "buona e giusta"? Vi rendete conto che il messaggio dato non è simpatico e scherzoso? Vi rendete conto che chi fa la spesa e acquista i vostri prodotti sono soprattutto le donne? sarebbe stato così facile farla funzionare questa pubblicità... bastava cambiare due battute e farla diventare una situazione di emergenza in cui entrambi si davano da fare, nella trasparenza delle azioni.	0	0	0	1	0	0	0	1	0	0	1	0	0	OUTRAGE
YouTube Ad	Mulino Bianco - Spot 2018 - Piadelle 30"	https://www.youtube.com/watch?v=qtaPRStahm8	Eh certo...lei lavora e lui non fa un cavolo. Questa è la visione (nostalgica) dei vostri pubblicitari, nel 2018, in cui le donne occupano tutti i posti professionali e di ricerca. Illusione, dolce chimera sei tu, che durerà ancora poco, e andrebbe davvero tenuta per sè e non fatta diventare pubblicità, che manda un messaggio. Messaggio retrogrado, degno dei vostri nonni. BASTA PUBBLICITA' SESSISTA!	0	0	0	1	0	0	0	1	0	0	0	0	0	ANGER
YouTube Ad	Mulino Bianco - Spot 2018 - Piadelle 30"	https://www.youtube.com/watch?v=qtaPRStahm8	Lui fa la femminuccia e lei il maschietto. Barilla prosegue con la sua vergognosa campagna per rendere i maschietti sempre più effemminati !	0	0	0	1	0	0	0	0	1	1	0	0	0	SHAME
